Key,Year,Level,Transmute,Good,GoodYear,ResolvedYear,GoodDisplayName,Quantity,IsSource
2021|Druegar's Sacred Necklace|Aragonite||FALSE,2021,Legendary,Druegar's Sacred Necklace,Aragonite,,2021,Aragonite,2,FALSE
2021|Druegar's Sacred Necklace|Darkwood Plank||FALSE,2021,Legendary,Druegar's Sacred Necklace,Darkwood Plank,,2021,Darkwood Plank,25,FALSE
2021|Druegar's Sacred Necklace|Dwarven Steel||FALSE,2021,Legendary,Druegar's Sacred Necklace,Dwarven Steel,,2021,Dwarven Steel,20,FALSE
2021|Druegar's Sacred Necklace|Elven Bismuth||FALSE,2021,Legendary,Druegar's Sacred Necklace,Elven Bismuth,,2021,Elven Bismuth,3,FALSE
2021|Druegar's Sacred Necklace|Enchanter's Munition||FALSE,2021,Legendary,Druegar's Sacred Necklace,Enchanter's Munition,,2021,Enchanter's Munition,3,FALSE
2021|Druegar's Sacred Necklace|Fleece||FALSE,2021,Legendary,Druegar's Sacred Necklace,Fleece,,2021,Golden Fleece,2,FALSE
2021|Druegar's Sacred Necklace|Minotaur Hide||FALSE,2021,Legendary,Druegar's Sacred Necklace,Minotaur Hide,,2021,Minotaur Hide,15,FALSE
2021|Druegar's Sacred Necklace|Mystic Silk||FALSE,2021,Legendary,Druegar's Sacred Necklace,Mystic Silk,,2021,Mystic Silk,30,FALSE
2021|Druegar's Sacred Necklace|Oil of Enchantment||FALSE,2021,Legendary,Druegar's Sacred Necklace,Oil of Enchantment,,2021,Oil of Enchantment,2,FALSE
2021|Druegar's Sacred Necklace|Philosopher's Stone||FALSE,2021,Legendary,Druegar's Sacred Necklace,Philosopher's Stone,,2021,Philosopher's Stone,30,FALSE
"2021|Druegar's Sacred Necklace|1,000 GP Gold Bar||FALSE",2021,Legendary,Druegar's Sacred Necklace,"1,000 GP Gold Bar",,2021,"1,000 GP Gold Bar",25,FALSE
2021|Druegar's Sacred Necklace|Wish||FALSE,2021,Legendary,Druegar's Sacred Necklace,Wish,,2021,Wish Ring,1,FALSE
2021|Druegar's Sacred Necklace|Sacred Necklace||TRUE,2021,Legendary,Druegar's Sacred Necklace,Sacred Necklace,,2021,Sacred Necklace (transmute),1,TRUE
2021|Amulet of Noble Might|PYP||FALSE,2021,Relic,Amulet of Noble Might,PYP,,2021,Ultra Rare,1,FALSE
2021|Amulet of Noble Might|Alchemist's Ink||FALSE,2021,Relic,Amulet of Noble Might,Alchemist's Ink,,2021,Alchemist's Ink,5,FALSE
2021|Amulet of Noble Might|Alchemist's Parchment||FALSE,2021,Relic,Amulet of Noble Might,Alchemist's Parchment,,2021,Alchemist's Parchment,5,FALSE
2021|Amulet of Noble Might|Aragonite||FALSE,2021,Relic,Amulet of Noble Might,Aragonite,,2021,Aragonite,1,FALSE
2021|Amulet of Noble Might|Darkwood Plank||FALSE,2021,Relic,Amulet of Noble Might,Darkwood Plank,,2021,Darkwood Plank,20,FALSE
2021|Amulet of Noble Might|Dwarven Steel||FALSE,2021,Relic,Amulet of Noble Might,Dwarven Steel,,2021,Dwarven Steel,15,FALSE
2021|Amulet of Noble Might|Elven Bismuth||FALSE,2021,Relic,Amulet of Noble Might,Elven Bismuth,,2021,Elven Bismuth,2,FALSE
2021|Amulet of Noble Might|Enchanter's Munition||FALSE,2021,Relic,Amulet of Noble Might,Enchanter's Munition,,2021,Enchanter's Munition,2,FALSE
2021|Amulet of Noble Might|Fleece||FALSE,2021,Relic,Amulet of Noble Might,Fleece,,2021,Golden Fleece,1,FALSE
2021|Amulet of Noble Might|Minotaur Hide||FALSE,2021,Relic,Amulet of Noble Might,Minotaur Hide,,2021,Minotaur Hide,5,FALSE
2021|Amulet of Noble Might|Mystic Silk||FALSE,2021,Relic,Amulet of Noble Might,Mystic Silk,,2021,Mystic Silk,25,FALSE
2021|Amulet of Noble Might|Oil of Enchantment||FALSE,2021,Relic,Amulet of Noble Might,Oil of Enchantment,,2021,Oil of Enchantment,1,FALSE
2021|Amulet of Noble Might|Philosopher's Stone||FALSE,2021,Relic,Amulet of Noble Might,Philosopher's Stone,,2021,Philosopher's Stone,25,FALSE
"2021|Amulet of Noble Might|1,000 GP Gold Bar||FALSE",2021,Relic,Amulet of Noble Might,"1,000 GP Gold Bar",,2021,"1,000 GP Gold Bar",5,FALSE
2021|Mage Medallion|PYP||FALSE,2021,Relic,Mage Medallion,PYP,,2021,Ultra Rare,1,FALSE
2021|Mage Medallion|Alchemist's Ink||FALSE,2021,Relic,Mage Medallion,Alchemist's Ink,,2021,Alchemist's Ink,10,FALSE
2021|Mage Medallion|Alchemist's Parchment||FALSE,2021,Relic,Mage Medallion,Alchemist's Parchment,,2021,Alchemist's Parchment,15,FALSE
2021|Mage Medallion|Aragonite||FALSE,2021,Relic,Mage Medallion,Aragonite,,2021,Aragonite,2,FALSE
2021|Mage Medallion|Darkwood Plank||FALSE,2021,Relic,Mage Medallion,Darkwood Plank,,2021,Darkwood Plank,20,FALSE
2021|Mage Medallion|Dwarven Steel||FALSE,2021,Relic,Mage Medallion,Dwarven Steel,,2021,Dwarven Steel,5,FALSE
2021|Mage Medallion|Elven Bismuth||FALSE,2021,Relic,Mage Medallion,Elven Bismuth,,2021,Elven Bismuth,1,FALSE
2021|Mage Medallion|Enchanter's Munition||FALSE,2021,Relic,Mage Medallion,Enchanter's Munition,,2021,Enchanter's Munition,2,FALSE
2021|Mage Medallion|Fleece||FALSE,2021,Relic,Mage Medallion,Fleece,,2021,Golden Fleece,1,FALSE
2021|Mage Medallion|Minotaur Hide||FALSE,2021,Relic,Mage Medallion,Minotaur Hide,,2021,Minotaur Hide,10,FALSE
2021|Mage Medallion|Mystic Silk||FALSE,2021,Relic,Mage Medallion,Mystic Silk,,2021,Mystic Silk,20,FALSE
2021|Mage Medallion|Oil of Enchantment||FALSE,2021,Relic,Mage Medallion,Oil of Enchantment,,2021,Oil of Enchantment,1,FALSE
2021|Mage Medallion|Philosopher's Stone||FALSE,2021,Relic,Mage Medallion,Philosopher's Stone,,2021,Philosopher's Stone,25,FALSE
"2021|Mage Medallion|1,000 GP Gold Bar||FALSE",2021,Relic,Mage Medallion,"1,000 GP Gold Bar",,2021,"1,000 GP Gold Bar",5,FALSE
2021|Sacred Necklace|PYP||FALSE,2021,Relic,Sacred Necklace,PYP,,2021,Ultra Rare,1,FALSE
2021|Sacred Necklace|Alchemist's Ink||FALSE,2021,Relic,Sacred Necklace,Alchemist's Ink,,2021,Alchemist's Ink,10,FALSE
2021|Sacred Necklace|Alchemist's Parchment||FALSE,2021,Relic,Sacred Necklace,Alchemist's Parchment,,2021,Alchemist's Parchment,5,FALSE
2021|Sacred Necklace|Aragonite||FALSE,2021,Relic,Sacred Necklace,Aragonite,,2021,Aragonite,1,FALSE
2021|Sacred Necklace|Darkwood Plank||FALSE,2021,Relic,Sacred Necklace,Darkwood Plank,,2021,Darkwood Plank,20,FALSE
2021|Sacred Necklace|Dwarven Steel||FALSE,2021,Relic,Sacred Necklace,Dwarven Steel,,2021,Dwarven Steel,10,FALSE
2021|Sacred Necklace|Elven Bismuth||FALSE,2021,Relic,Sacred Necklace,Elven Bismuth,,2021,Elven Bismuth,2,FALSE
2021|Sacred Necklace|Enchanter's Munition||FALSE,2021,Relic,Sacred Necklace,Enchanter's Munition,,2021,Enchanter's Munition,2,FALSE
2021|Sacred Necklace|Fleece||FALSE,2021,Relic,Sacred Necklace,Fleece,,2021,Golden Fleece,1,FALSE
2021|Sacred Necklace|Minotaur Hide||FALSE,2021,Relic,Sacred Necklace,Minotaur Hide,,2021,Minotaur Hide,10,FALSE
2021|Sacred Necklace|Mystic Silk||FALSE,2021,Relic,Sacred Necklace,Mystic Silk,,2021,Mystic Silk,20,FALSE
2021|Sacred Necklace|Oil of Enchantment||FALSE,2021,Relic,Sacred Necklace,Oil of Enchantment,,2021,Oil of Enchantment,1,FALSE
2021|Sacred Necklace|Philosopher's Stone||FALSE,2021,Relic,Sacred Necklace,Philosopher's Stone,,2021,Philosopher's Stone,25,FALSE
"2021|Sacred Necklace|1,000 GP Gold Bar||FALSE",2021,Relic,Sacred Necklace,"1,000 GP Gold Bar",,2021,"1,000 GP Gold Bar",5,FALSE
2021|Ioun Stone Elfstone Shard|PYP||FALSE,2021,Relic,Ioun Stone Elfstone Shard,PYP,,2021,Ultra Rare,1,FALSE
2021|Ioun Stone Elfstone Shard|Alchemist's Ink||FALSE,2021,Relic,Ioun Stone Elfstone Shard,Alchemist's Ink,,2021,Alchemist's Ink,2,FALSE
2021|Ioun Stone Elfstone Shard|Alchemist's Parchment||FALSE,2021,Relic,Ioun Stone Elfstone Shard,Alchemist's Parchment,,2021,Alchemist's Parchment,2,FALSE
2021|Ioun Stone Elfstone Shard|Aragonite||FALSE,2021,Relic,Ioun Stone Elfstone Shard,Aragonite,,2021,Aragonite,1,FALSE
2021|Ioun Stone Elfstone Shard|Darkwood Plank||FALSE,2021,Relic,Ioun Stone Elfstone Shard,Darkwood Plank,,2021,Darkwood Plank,2,FALSE
2021|Ioun Stone Elfstone Shard|Dwarven Steel||FALSE,2021,Relic,Ioun Stone Elfstone Shard,Dwarven Steel,,2021,Dwarven Steel,2,FALSE
2021|Ioun Stone Elfstone Shard|Elven Bismuth||FALSE,2021,Relic,Ioun Stone Elfstone Shard,Elven Bismuth,,2021,Elven Bismuth,1,FALSE
2021|Ioun Stone Elfstone Shard|Enchanter's Munition||FALSE,2021,Relic,Ioun Stone Elfstone Shard,Enchanter's Munition,,2021,Enchanter's Munition,1,FALSE
2021|Ioun Stone Elfstone Shard|Minotaur Hide||FALSE,2021,Relic,Ioun Stone Elfstone Shard,Minotaur Hide,,2021,Minotaur Hide,2,FALSE
2021|Ioun Stone Elfstone Shard|Mystic Silk||FALSE,2021,Relic,Ioun Stone Elfstone Shard,Mystic Silk,,2021,Mystic Silk,2,FALSE
2021|Ioun Stone Elfstone Shard|Oil of Enchantment||FALSE,2021,Relic,Ioun Stone Elfstone Shard,Oil of Enchantment,,2021,Oil of Enchantment,1,FALSE
2021|Ioun Stone Elfstone Shard|Philosopher's Stone||FALSE,2021,Relic,Ioun Stone Elfstone Shard,Philosopher's Stone,,2021,Philosopher's Stone,10,FALSE
"2021|Ioun Stone Elfstone Shard|1,000 GP Gold Bar||FALSE",2021,Relic,Ioun Stone Elfstone Shard,"1,000 GP Gold Bar",,2021,"1,000 GP Gold Bar",5,FALSE
2022|Charm of the Fire Newt|Alchemist's Ink||FALSE,2022,Enhanced,Charm of the Fire Newt,Alchemist's Ink,,2022,Alchemist's Ink,1,FALSE
2022|Charm of the Fire Newt|Darkwood Plank||FALSE,2022,Enhanced,Charm of the Fire Newt,Darkwood Plank,,2022,Darkwood Plank,1,FALSE
2022|Charm of the Fire Newt|Monster Trophy||FALSE,2022,Enhanced,Charm of the Fire Newt,Monster Trophy,,2022,Monster Trophy,1,FALSE
2022|Bead of Greater Binding|Darkwood Plank||FALSE,2022,Exalted,Bead of Greater Binding,Darkwood Plank,,2022,Darkwood Plank,3,FALSE
2022|Bead of Greater Binding|Dwarven Steel||FALSE,2022,Exalted,Bead of Greater Binding,Dwarven Steel,,2022,Dwarven Steel,3,FALSE
2022|Bead of Greater Binding|Monster Trophy||FALSE,2022,Exalted,Bead of Greater Binding,Monster Trophy,,2022,Monster Trophy,1,FALSE
2022|Bead of Greater Binding|Mystic Silk||FALSE,2022,Exalted,Bead of Greater Binding,Mystic Silk,,2022,Mystic Silk,3,FALSE
2022|Bead of Greater Binding|Philosopher's Stone||FALSE,2022,Exalted,Bead of Greater Binding,Philosopher's Stone,,2022,Philosopher's Stone,3,FALSE
2022|Ring of Last Call|Darkwood Plank||FALSE,2022,Exalted,Ring of Last Call,Darkwood Plank,,2022,Darkwood Plank,3,FALSE
2022|Ring of Last Call|Monster Trophy||FALSE,2022,Exalted,Ring of Last Call,Monster Trophy,,2022,Monster Trophy,1,FALSE
2022|Ring of Last Call|Mystic Silk||FALSE,2022,Exalted,Ring of Last Call,Mystic Silk,,2022,Mystic Silk,3,FALSE
2022|Ring of Last Call|Philosopher's Stone||FALSE,2022,Exalted,Ring of Last Call,Philosopher's Stone,,2022,Philosopher's Stone,3,FALSE
2022|Luna's Greater Charm Bracelets|PYP||FALSE,2022,Legendary,Luna's Greater Charm Bracelets,PYP,,2022,Ultra Rare,2,FALSE
2022|Luna's Greater Charm Bracelets|Alchemist's Ink||FALSE,2022,Legendary,Luna's Greater Charm Bracelets,Alchemist's Ink,,2022,Alchemist's Ink,15,FALSE
2022|Luna's Greater Charm Bracelets|Alchemist's Parchment||FALSE,2022,Legendary,Luna's Greater Charm Bracelets,Alchemist's Parchment,,2022,Alchemist's Parchment,15,FALSE
2022|Luna's Greater Charm Bracelets|Aragonite||FALSE,2022,Legendary,Luna's Greater Charm Bracelets,Aragonite,,2022,Aragonite,2,FALSE
2022|Luna's Greater Charm Bracelets|Darkwood Plank||FALSE,2022,Legendary,Luna's Greater Charm Bracelets,Darkwood Plank,,2022,Darkwood Plank,35,FALSE
2022|Luna's Greater Charm Bracelets|Dwarven Steel||FALSE,2022,Legendary,Luna's Greater Charm Bracelets,Dwarven Steel,,2022,Dwarven Steel,25,FALSE
2022|Luna's Greater Charm Bracelets|Elven Bismuth||FALSE,2022,Legendary,Luna's Greater Charm Bracelets,Elven Bismuth,,2022,Elven Bismuth,3,FALSE
2022|Luna's Greater Charm Bracelets|Enchanter's Munition||FALSE,2022,Legendary,Luna's Greater Charm Bracelets,Enchanter's Munition,,2022,Enchanter's Munition,3,FALSE
2022|Luna's Greater Charm Bracelets|Fleece||FALSE,2022,Legendary,Luna's Greater Charm Bracelets,Fleece,,2022,Golden Fleece,2,FALSE
2022|Luna's Greater Charm Bracelets|Minotaur Hide||FALSE,2022,Legendary,Luna's Greater Charm Bracelets,Minotaur Hide,,2022,Minotaur Hide,15,FALSE
2022|Luna's Greater Charm Bracelets|Mystic Silk||FALSE,2022,Legendary,Luna's Greater Charm Bracelets,Mystic Silk,,2022,Mystic Silk,25,FALSE
2022|Luna's Greater Charm Bracelets|Oil of Enchantment||FALSE,2022,Legendary,Luna's Greater Charm Bracelets,Oil of Enchantment,,2022,Oil of Enchantment,2,FALSE
2022|Luna's Greater Charm Bracelets|Philosopher's Stone||FALSE,2022,Legendary,Luna's Greater Charm Bracelets,Philosopher's Stone,,2022,Philosopher's Stone,20,FALSE
"2022|Luna's Greater Charm Bracelets|1,000 GP Gold Bar||FALSE",2022,Legendary,Luna's Greater Charm Bracelets,"1,000 GP Gold Bar",,2022,"1,000 GP Gold Bar",25,FALSE
2022|Luna's Greater Charm Bracelets|Wish||FALSE,2022,Legendary,Luna's Greater Charm Bracelets,Wish,,2022,Wish Ring,1,FALSE
2022|Luna's Greater Charm Bracelets|Greater Charm Bracelets||TRUE,2022,Legendary,Luna's Greater Charm Bracelets,Greater Charm Bracelets,,2022,Greater Charm Bracelets (transmute),1,TRUE
2022|Muk's Greater Ring of Havoc|PYP||FALSE,2022,Legendary,Muk's Greater Ring of Havoc,PYP,,2022,Ultra Rare,2,FALSE
2022|Muk's Greater Ring of Havoc|Alchemist's Ink||FALSE,2022,Legendary,Muk's Greater Ring of Havoc,Alchemist's Ink,,2022,Alchemist's Ink,20,FALSE
2022|Muk's Greater Ring of Havoc|Alchemist's Parchment||FALSE,2022,Legendary,Muk's Greater Ring of Havoc,Alchemist's Parchment,,2022,Alchemist's Parchment,20,FALSE
2022|Muk's Greater Ring of Havoc|Aragonite||FALSE,2022,Legendary,Muk's Greater Ring of Havoc,Aragonite,,2022,Aragonite,2,FALSE
2022|Muk's Greater Ring of Havoc|Darkwood Plank||FALSE,2022,Legendary,Muk's Greater Ring of Havoc,Darkwood Plank,,2022,Darkwood Plank,35,FALSE
2022|Muk's Greater Ring of Havoc|Dwarven Steel||FALSE,2022,Legendary,Muk's Greater Ring of Havoc,Dwarven Steel,,2022,Dwarven Steel,25,FALSE
2022|Muk's Greater Ring of Havoc|Elven Bismuth||FALSE,2022,Legendary,Muk's Greater Ring of Havoc,Elven Bismuth,,2022,Elven Bismuth,3,FALSE
2022|Muk's Greater Ring of Havoc|Enchanter's Munition||FALSE,2022,Legendary,Muk's Greater Ring of Havoc,Enchanter's Munition,,2022,Enchanter's Munition,3,FALSE
2022|Muk's Greater Ring of Havoc|Fleece||FALSE,2022,Legendary,Muk's Greater Ring of Havoc,Fleece,,2022,Golden Fleece,2,FALSE
2022|Muk's Greater Ring of Havoc|Minotaur Hide||FALSE,2022,Legendary,Muk's Greater Ring of Havoc,Minotaur Hide,,2022,Minotaur Hide,15,FALSE
2022|Muk's Greater Ring of Havoc|Mystic Silk||FALSE,2022,Legendary,Muk's Greater Ring of Havoc,Mystic Silk,,2022,Mystic Silk,25,FALSE
2022|Muk's Greater Ring of Havoc|Oil of Enchantment||FALSE,2022,Legendary,Muk's Greater Ring of Havoc,Oil of Enchantment,,2022,Oil of Enchantment,2,FALSE
2022|Muk's Greater Ring of Havoc|Philosopher's Stone||FALSE,2022,Legendary,Muk's Greater Ring of Havoc,Philosopher's Stone,,2022,Philosopher's Stone,20,FALSE
"2022|Muk's Greater Ring of Havoc|1,000 GP Gold Bar||FALSE",2022,Legendary,Muk's Greater Ring of Havoc,"1,000 GP Gold Bar",,2022,"1,000 GP Gold Bar",25,FALSE
2022|Muk's Greater Ring of Havoc|Wish||FALSE,2022,Legendary,Muk's Greater Ring of Havoc,Wish,,2022,Wish Ring,1,FALSE
2022|Muk's Greater Ring of Havoc|Greater Ring of Havoc||TRUE,2022,Legendary,Muk's Greater Ring of Havoc,Greater Ring of Havoc,,2022,Greater Ring of Havoc (transmute),1,TRUE
2022|Ioun Stone Mystic Orb|Alchemist's Ink||FALSE,2022,Patron,Ioun Stone Mystic Orb,Alchemist's Ink,,2022,Alchemist's Ink,13,FALSE
2022|Ioun Stone Mystic Orb|Darkwood Plank||FALSE,2022,Patron,Ioun Stone Mystic Orb,Darkwood Plank,,2022,Darkwood Plank,12,FALSE
2022|Ioun Stone Mystic Orb|Dwarven Steel||FALSE,2022,Patron,Ioun Stone Mystic Orb,Dwarven Steel,,2022,Dwarven Steel,12,FALSE
2022|Ioun Stone Mystic Orb|Minotaur Hide||FALSE,2022,Patron,Ioun Stone Mystic Orb,Minotaur Hide,,2022,Minotaur Hide,12,FALSE
2022|Ioun Stone Mystic Orb|Mystic Silk||FALSE,2022,Patron,Ioun Stone Mystic Orb,Mystic Silk,,2022,Mystic Silk,12,FALSE
2022|Ioun Stone Mystic Orb|Philosopher's Stone||FALSE,2022,Patron,Ioun Stone Mystic Orb,Philosopher's Stone,,2022,Philosopher's Stone,12,FALSE
2022|Greater Charm Bracelets|PYP||FALSE,2022,Relic,Greater Charm Bracelets,PYP,,2022,Ultra Rare,1,FALSE
2022|Greater Charm Bracelets|Alchemist's Ink||FALSE,2022,Relic,Greater Charm Bracelets,Alchemist's Ink,,2022,Alchemist's Ink,10,FALSE
2022|Greater Charm Bracelets|Alchemist's Parchment||FALSE,2022,Relic,Greater Charm Bracelets,Alchemist's Parchment,,2022,Alchemist's Parchment,5,FALSE
2022|Greater Charm Bracelets|Aragonite||FALSE,2022,Relic,Greater Charm Bracelets,Aragonite,,2022,Aragonite,1,FALSE
2022|Greater Charm Bracelets|Darkwood Plank||FALSE,2022,Relic,Greater Charm Bracelets,Darkwood Plank,,2022,Darkwood Plank,25,FALSE
2022|Greater Charm Bracelets|Dwarven Steel||FALSE,2022,Relic,Greater Charm Bracelets,Dwarven Steel,,2022,Dwarven Steel,15,FALSE
2022|Greater Charm Bracelets|Elven Bismuth||FALSE,2022,Relic,Greater Charm Bracelets,Elven Bismuth,,2022,Elven Bismuth,1,FALSE
2022|Greater Charm Bracelets|Enchanter's Munition||FALSE,2022,Relic,Greater Charm Bracelets,Enchanter's Munition,,2022,Enchanter's Munition,2,FALSE
2022|Greater Charm Bracelets|Fleece||FALSE,2022,Relic,Greater Charm Bracelets,Fleece,,2022,Golden Fleece,1,FALSE
2022|Greater Charm Bracelets|Minotaur Hide||FALSE,2022,Relic,Greater Charm Bracelets,Minotaur Hide,,2022,Minotaur Hide,10,FALSE
2022|Greater Charm Bracelets|Mystic Silk||FALSE,2022,Relic,Greater Charm Bracelets,Mystic Silk,,2022,Mystic Silk,20,FALSE
2022|Greater Charm Bracelets|Oil of Enchantment||FALSE,2022,Relic,Greater Charm Bracelets,Oil of Enchantment,,2022,Oil of Enchantment,1,FALSE
2022|Greater Charm Bracelets|Philosopher's Stone||FALSE,2022,Relic,Greater Charm Bracelets,Philosopher's Stone,,2022,Philosopher's Stone,15,FALSE
"2022|Greater Charm Bracelets|1,000 GP Gold Bar||FALSE",2022,Relic,Greater Charm Bracelets,"1,000 GP Gold Bar",,2022,"1,000 GP Gold Bar",5,FALSE
2022|Greater Ring of Havoc|PYP||FALSE,2022,Relic,Greater Ring of Havoc,PYP,,2022,Ultra Rare,1,FALSE
2022|Greater Ring of Havoc|Alchemist's Ink||FALSE,2022,Relic,Greater Ring of Havoc,Alchemist's Ink,,2022,Alchemist's Ink,10,FALSE
2022|Greater Ring of Havoc|Alchemist's Parchment||FALSE,2022,Relic,Greater Ring of Havoc,Alchemist's Parchment,,2022,Alchemist's Parchment,10,FALSE
2022|Greater Ring of Havoc|Aragonite||FALSE,2022,Relic,Greater Ring of Havoc,Aragonite,,2022,Aragonite,1,FALSE
2022|Greater Ring of Havoc|Darkwood Plank||FALSE,2022,Relic,Greater Ring of Havoc,Darkwood Plank,,2022,Darkwood Plank,30,FALSE
2022|Greater Ring of Havoc|Dwarven Steel||FALSE,2022,Relic,Greater Ring of Havoc,Dwarven Steel,,2022,Dwarven Steel,20,FALSE
2022|Greater Ring of Havoc|Elven Bismuth||FALSE,2022,Relic,Greater Ring of Havoc,Elven Bismuth,,2022,Elven Bismuth,1,FALSE
2022|Greater Ring of Havoc|Enchanter's Munition||FALSE,2022,Relic,Greater Ring of Havoc,Enchanter's Munition,,2022,Enchanter's Munition,2,FALSE
2022|Greater Ring of Havoc|Fleece||FALSE,2022,Relic,Greater Ring of Havoc,Fleece,,2022,Golden Fleece,1,FALSE
2022|Greater Ring of Havoc|Minotaur Hide||FALSE,2022,Relic,Greater Ring of Havoc,Minotaur Hide,,2022,Minotaur Hide,10,FALSE
2022|Greater Ring of Havoc|Mystic Silk||FALSE,2022,Relic,Greater Ring of Havoc,Mystic Silk,,2022,Mystic Silk,20,FALSE
2022|Greater Ring of Havoc|Oil of Enchantment||FALSE,2022,Relic,Greater Ring of Havoc,Oil of Enchantment,,2022,Oil of Enchantment,1,FALSE
2022|Greater Ring of Havoc|Philosopher's Stone||FALSE,2022,Relic,Greater Ring of Havoc,Philosopher's Stone,,2022,Philosopher's Stone,20,FALSE
"2022|Greater Ring of Havoc|1,000 GP Gold Bar||FALSE",2022,Relic,Greater Ring of Havoc,"1,000 GP Gold Bar",,2022,"1,000 GP Gold Bar",5,FALSE
2022|+3 Turkey Leg of Smiting|Alchemist's Ink||FALSE,2022,Relic,+3 Turkey Leg of Smiting,Alchemist's Ink,,2022,Alchemist's Ink,10,FALSE
2022|+3 Turkey Leg of Smiting|Alchemist's Parchment||FALSE,2022,Relic,+3 Turkey Leg of Smiting,Alchemist's Parchment,,2022,Alchemist's Parchment,10,FALSE
2022|+3 Turkey Leg of Smiting|Aragonite||FALSE,2022,Relic,+3 Turkey Leg of Smiting,Aragonite,,2022,Aragonite,1,FALSE
2022|+3 Turkey Leg of Smiting|Darkwood Plank||FALSE,2022,Relic,+3 Turkey Leg of Smiting,Darkwood Plank,,2022,Darkwood Plank,20,FALSE
2022|+3 Turkey Leg of Smiting|Dwarven Steel||FALSE,2022,Relic,+3 Turkey Leg of Smiting,Dwarven Steel,,2022,Dwarven Steel,15,FALSE
2022|+3 Turkey Leg of Smiting|Elven Bismuth||FALSE,2022,Relic,+3 Turkey Leg of Smiting,Elven Bismuth,,2022,Elven Bismuth,1,FALSE
2022|+3 Turkey Leg of Smiting|Enchanter's Munition||FALSE,2022,Relic,+3 Turkey Leg of Smiting,Enchanter's Munition,,2022,Enchanter's Munition,2,FALSE
2022|+3 Turkey Leg of Smiting|Fleece||FALSE,2022,Relic,+3 Turkey Leg of Smiting,Fleece,,2022,Golden Fleece,1,FALSE
2022|+3 Turkey Leg of Smiting|Minotaur Hide||FALSE,2022,Relic,+3 Turkey Leg of Smiting,Minotaur Hide,,2022,Minotaur Hide,10,FALSE
2022|+3 Turkey Leg of Smiting|Mystic Silk||FALSE,2022,Relic,+3 Turkey Leg of Smiting,Mystic Silk,,2022,Mystic Silk,15,FALSE
2022|+3 Turkey Leg of Smiting|Oil of Enchantment||FALSE,2022,Relic,+3 Turkey Leg of Smiting,Oil of Enchantment,,2022,Oil of Enchantment,1,FALSE
2022|+3 Turkey Leg of Smiting|Philosopher's Stone||FALSE,2022,Relic,+3 Turkey Leg of Smiting,Philosopher's Stone,,2022,Philosopher's Stone,15,FALSE
"2022|+3 Turkey Leg of Smiting|1,000 GP Gold Bar||FALSE",2022,Relic,+3 Turkey Leg of Smiting,"1,000 GP Gold Bar",,2022,"1,000 GP Gold Bar",5,FALSE
2023|Arcanum Shirt|Alchemist's Ink||FALSE,2023,Eldritch,Arcanum Shirt,Alchemist's Ink,,2023,Alchemist's Ink,1,FALSE
2023|Arcanum Shirt|Alchemist's Parchment||FALSE,2023,Eldritch,Arcanum Shirt,Alchemist's Parchment,,2023,Alchemist's Parchment,1,FALSE
2023|Arcanum Shirt|Aragonite||FALSE,2023,Eldritch,Arcanum Shirt,Aragonite,,2023,Aragonite,1,FALSE
2023|Arcanum Shirt|Darkwood Plank||FALSE,2023,Eldritch,Arcanum Shirt,Darkwood Plank,,2023,Darkwood Plank,1,FALSE
2023|Arcanum Shirt|Dwarven Steel||FALSE,2023,Eldritch,Arcanum Shirt,Dwarven Steel,,2023,Dwarven Steel,1,FALSE
2023|Arcanum Shirt|Elven Bismuth||FALSE,2023,Eldritch,Arcanum Shirt,Elven Bismuth,,2023,Elven Bismuth,1,FALSE
